article_id,topic,source,source_url,title,published_date,article_text,processed_text,token_count,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_compound,sentiment_label
RENEWABLE_028,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-028,HydroNova Power Paused Renewable Energy Update in Illinois,2025-03-26,"HydroNova Power Paused Renewable Energy Update in Illinois. HydroNova Power paused a planned offshore wind project in Illinois. the decision raised concerns about financing risk and regulatory uncertainty. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",hydronova power paused renewable energy update illinois hydronova power paused planned offshore wind project illinois decision raised concerns financing risk regulatory uncertainty renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,69,0.9091,0.8406,0.0909,-0.8182,negative
RENEWABLE_029,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-029,TerraGen Capital Paused Renewable Energy Update in Arizona,2025-03-29,"TerraGen Capital Paused Renewable Energy Update in Arizona. TerraGen Capital paused a planned offshore wind project in Arizona. the decision raised concerns about financing risk and regulatory uncertainty. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",terragen capital paused renewable energy update arizona terragen capital paused planned offshore wind project arizona decision raised concerns financing risk regulatory uncertainty renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,69,0.9091,0.8406,0.0909,-0.8182,negative
RENEWABLE_030,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-030,NorthStar Transmission Published Renewable Energy Update in Oregon,2025-04-01,"NorthStar Transmission Published Renewable Energy Update in Oregon. NorthStar Transmission published a market review of clean-energy demand in Oregon. the review compared solar, wind, battery storage, and hydrogen investment trends. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article presented operational data without a strong positive or negative conclusion. Market observers said the development could influence public opinion around renewable energy and economic policy.",northstar transmission published renewable energy update oregon northstar transmission published market review cleanenergy demand oregon review compared solar wind battery storage hydrogen investment trends renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article presented operational data strong positive negative conclusion market observers development influence public opinion renewable energy economic policy,67,0.2,0.9254,0.8,0.6,positive
RENEWABLE_031,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-031,GreenVolt Utilities Held Renewable Energy Update in New York,2025-04-04,"GreenVolt Utilities Held Renewable Energy Update in New York. GreenVolt Utilities held an investor briefing on renewable energy strategy in New York. leaders discussed capital allocation, project economics, and policy incentives. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article presented operational data without a strong positive or negative conclusion. Market observers said the development could influence public opinion around renewable energy and economic policy.",greenvolt utilities held renewable energy update new york greenvolt utilities held investor briefing renewable energy strategy new york leaders discussed capital allocation project economics policy incentives renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article presented operational data strong positive negative conclusion market observers development influence public opinion renewable energy economic policy,69,0.25,0.942,0.75,0.5,positive
RENEWABLE_032,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-032,WindWorks International Reported Renewable Energy Update in California,2025-04-07,"WindWorks International Reported Renewable Energy Update in California. WindWorks International reported stronger demand for renewable power purchase agreements in California. analysts described the trend as encouraging for clean-energy developers and corporate buyers. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",windworks international reported renewable energy update california windworks international reported stronger demand renewable power purchase agreements california analysts described trend encouraging cleanenergy developers corporate buyers renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,71,0.125,0.8873,0.875,0.75,positive
RENEWABLE_033,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-033,HydroNova Power Warned Renewable Energy Update in Massachusetts,2025-04-10,"HydroNova Power Warned Renewable Energy Update in Massachusetts. HydroNova Power warned that supply-chain delays could slow renewable energy construction in Massachusetts. management said component shortages and permitting bottlenecks may pressure margins. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",hydronova power warned renewable energy update massachusetts hydronova power warned supplychain delays slow renewable energy construction massachusetts management component shortages permitting bottlenecks pressure margins renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,71,0.9091,0.8451,0.0909,-0.8182,negative
RENEWABLE_034,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-034,NorthStar Transmission Cut Renewable Energy Update in Massachusetts,2025-04-13,"NorthStar Transmission Cut Renewable Energy Update in Massachusetts. NorthStar Transmission cut its annual outlook after grid-connection delays in Massachusetts. analysts called the update disappointing and lowered near-term growth estimates. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",northstar transmission cut renewable energy update massachusetts northstar transmission cut annual outlook gridconnection delays massachusetts analysts called update disappointing lowered nearterm growth estimates renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,70,0.8182,0.8429,0.1818,-0.6364,negative
RENEWABLE_035,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-035,TerraGen Capital Warned Renewable Energy Update in Arizona,2025-04-16,"TerraGen Capital Warned Renewable Energy Update in Arizona. TerraGen Capital warned that supply-chain delays could slow renewable energy construction in Arizona. management said component shortages and permitting bottlenecks may pressure margins. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",terragen capital warned renewable energy update arizona terragen capital warned supplychain delays slow renewable energy construction arizona management component shortages permitting bottlenecks pressure margins renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,71,0.9091,0.8451,0.0909,-0.8182,negative
RENEWABLE_036,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-036,WindWorks International Faced Renewable Energy Update in Nevada,2025-04-19,"WindWorks International Faced Renewable Energy Update in Nevada. WindWorks International faced criticism over missed clean-energy deployment targets in Nevada. community groups said the delays could undermine climate commitments. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",windworks international faced renewable energy update nevada windworks international faced criticism missed cleanenergy deployment targets nevada community groups delays undermine climate commitments renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,69,0.8889,0.8696,0.1111,-0.7778,negative
RENEWABLE_037,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-037,EcoBattery Systems Expanded Renewable Energy Update in Texas,2025-04-22,"EcoBattery Systems Expanded Renewable Energy Update in Texas. EcoBattery Systems expanded its battery storage portfolio in Texas. the expansion is expected to stabilize electricity supply during peak demand periods. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",ecobattery systems expanded renewable energy update texas ecobattery systems expanded battery storage portfolio texas expansion expected stabilize electricity supply peak demand periods renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,68,0.1,0.8529,0.9,0.8,positive
RENEWABLE_038,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-038,HydroNova Power Secured Renewable Energy Update in Florida,2025-04-25,"HydroNova Power Secured Renewable Energy Update in Florida. HydroNova Power secured financing for a new wind farm in Florida. the funding package was viewed positively by investors because it lowers project execution risk. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",hydronova power secured renewable energy update florida hydronova power secured financing new wind farm florida funding package viewed positively investors because lowers project execution risk renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,71,0.2,0.8592,0.8,0.6,positive
RENEWABLE_039,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-039,TerraGen Capital Released Renewable Energy Update in New York,2025-04-28,"TerraGen Capital Released Renewable Energy Update in New York. TerraGen Capital released its quarterly update on renewable energy operations in New York. the report included capacity additions, project milestones, and updated production metrics. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article presented operational data without a strong positive or negative conclusion. Market observers said the development could influence public opinion around renewable energy and economic policy.",terragen capital released renewable energy update new york terragen capital released quarterly update renewable energy operations new york report included capacity additions project milestones updated production metrics renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article presented operational data strong positive negative conclusion market observers development influence public opinion renewable energy economic policy,70,0.25,0.9429,0.75,0.5,positive
RENEWABLE_040,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-040,SunPeak Renewables Reported Renewable Energy Update in Nevada,2025-05-01,"SunPeak Renewables Reported Renewable Energy Update in Nevada. SunPeak Renewables reported higher costs for solar panels and inverters in Nevada. investors reacted cautiously as inflation reduced expected project returns. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",sunpeak renewables reported renewable energy update nevada sunpeak renewables reported higher costs solar panels inverters nevada investors reacted cautiously inflation reduced expected project returns renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,71,0.8889,0.8732,0.1111,-0.7778,negative
RENEWABLE_041,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-041,HydroNova Power Reported Renewable Energy Update in Colorado,2025-05-04,"HydroNova Power Reported Renewable Energy Update in Colorado. HydroNova Power reported higher costs for solar panels and inverters in Colorado. investors reacted cautiously as inflation reduced expected project returns. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",hydronova power reported renewable energy update colorado hydronova power reported higher costs solar panels inverters colorado investors reacted cautiously inflation reduced expected project returns renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,71,0.8889,0.8732,0.1111,-0.7778,negative
RENEWABLE_042,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-042,TerraGen Capital Won Renewable Energy Update in Nevada,2025-05-07,"TerraGen Capital Won Renewable Energy Update in Nevada. TerraGen Capital won a government contract for clean-grid modernization in Nevada. local officials praised the award as a step toward a more resilient power system. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",terragen capital won renewable energy update nevada terragen capital won government contract cleangrid modernization nevada local officials praised award step toward more resilient power system renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,71,0.1,0.8592,0.9,0.8,positive
RENEWABLE_043,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-043,EcoBattery Systems Announced Renewable Energy Update in Florida,2025-05-10,"EcoBattery Systems Announced Renewable Energy Update in Florida. EcoBattery Systems announced a major investment in utility-scale solar capacity in Florida. executives said the project will create jobs, reduce emissions, and improve long-term grid reliability. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",ecobattery systems announced renewable energy update florida ecobattery systems announced major investment utilityscale solar capacity florida executives project create jobs reduce emissions improve longterm grid reliability renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,72,0.0833,0.8333,0.9167,0.8333,positive
RENEWABLE_044,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-044,EcoBattery Systems Announced Renewable Energy Update in Arizona,2025-05-13,"EcoBattery Systems Announced Renewable Energy Update in Arizona. EcoBattery Systems announced a major investment in utility-scale solar capacity in Arizona. executives said the project will create jobs, reduce emissions, and improve long-term grid reliability. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",ecobattery systems announced renewable energy update arizona ecobattery systems announced major investment utilityscale solar capacity arizona executives project create jobs reduce emissions improve longterm grid reliability renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,72,0.0833,0.8333,0.9167,0.8333,positive
RENEWABLE_045,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-045,GreenVolt Utilities Announced Renewable Energy Update in Oregon,2025-05-16,"GreenVolt Utilities Announced Renewable Energy Update in Oregon. GreenVolt Utilities announced a major investment in utility-scale solar capacity in Oregon. executives said the project will create jobs, reduce emissions, and improve long-term grid reliability. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",greenvolt utilities announced renewable energy update oregon greenvolt utilities announced major investment utilityscale solar capacity oregon executives project create jobs reduce emissions improve longterm grid reliability renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,72,0.0833,0.8333,0.9167,0.8333,positive
RENEWABLE_046,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-046,BlueRiver Infrastructure Paused Renewable Energy Update in Texas,2025-05-19,"BlueRiver Infrastructure Paused Renewable Energy Update in Texas. BlueRiver Infrastructure paused a planned offshore wind project in Texas. the decision raised concerns about financing risk and regulatory uncertainty. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",blueriver infrastructure paused renewable energy update texas blueriver infrastructure paused planned offshore wind project texas decision raised concerns financing risk regulatory uncertainty renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,69,0.9091,0.8406,0.0909,-0.8182,negative
RENEWABLE_047,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-047,HydroNova Power Cut Renewable Energy Update in New York,2025-05-22,"HydroNova Power Cut Renewable Energy Update in New York. HydroNova Power cut its annual outlook after grid-connection delays in New York. analysts called the update disappointing and lowered near-term growth estimates. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",hydronova power cut renewable energy update new york hydronova power cut annual outlook gridconnection delays new york analysts called update disappointing lowered nearterm growth estimates renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,72,0.8182,0.8472,0.1818,-0.6364,negative
RENEWABLE_048,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-048,TerraGen Capital Won Renewable Energy Update in New York,2025-05-25,"TerraGen Capital Won Renewable Energy Update in New York. TerraGen Capital won a government contract for clean-grid modernization in New York. local officials praised the award as a step toward a more resilient power system. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",terragen capital won renewable energy update new york terragen capital won government contract cleangrid modernization new york local officials praised award step toward more resilient power system renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,73,0.1,0.863,0.9,0.8,positive
RENEWABLE_049,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-049,BrightFuture Energy Won Renewable Energy Update in Massachusetts,2025-05-28,"BrightFuture Energy Won Renewable Energy Update in Massachusetts. BrightFuture Energy won a government contract for clean-grid modernization in Massachusetts. local officials praised the award as a step toward a more resilient power system. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",brightfuture energy won renewable energy update massachusetts brightfuture energy won government contract cleangrid modernization massachusetts local officials praised award step toward more resilient power system renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,71,0.1,0.8592,0.9,0.8,positive
RENEWABLE_050,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-050,GreenVolt Utilities Published Renewable Energy Update in Arizona,2025-05-31,"GreenVolt Utilities Published Renewable Energy Update in Arizona. GreenVolt Utilities published a market review of clean-energy demand in Arizona. the review compared solar, wind, battery storage, and hydrogen investment trends. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article presented operational data without a strong positive or negative conclusion. Market observers said the development could influence public opinion around renewable energy and economic policy.",greenvolt utilities published renewable energy update arizona greenvolt utilities published market review cleanenergy demand arizona review compared solar wind battery storage hydrogen investment trends renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article presented operational data strong positive negative conclusion market observers development influence public opinion renewable energy economic policy,67,0.2,0.9254,0.8,0.6,positive
RENEWABLE_051,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-051,BlueRiver Infrastructure Released Renewable Energy Update in Nevada,2025-06-03,"BlueRiver Infrastructure Released Renewable Energy Update in Nevada. BlueRiver Infrastructure released its quarterly update on renewable energy operations in Nevada. the report included capacity additions, project milestones, and updated production metrics. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article presented operational data without a strong positive or negative conclusion. Market observers said the development could influence public opinion around renewable energy and economic policy.",blueriver infrastructure released renewable energy update nevada blueriver infrastructure released quarterly update renewable energy operations nevada report included capacity additions project milestones updated production metrics renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article presented operational data strong positive negative conclusion market observers development influence public opinion renewable energy economic policy,68,0.25,0.9412,0.75,0.5,positive
RENEWABLE_052,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-052,GreenVolt Utilities Secured Renewable Energy Update in Illinois,2025-06-06,"GreenVolt Utilities Secured Renewable Energy Update in Illinois. GreenVolt Utilities secured financing for a new wind farm in Illinois. the funding package was viewed positively by investors because it lowers project execution risk. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",greenvolt utilities secured renewable energy update illinois greenvolt utilities secured financing new wind farm illinois funding package viewed positively investors because lowers project execution risk renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,71,0.2,0.8592,0.8,0.6,positive
RENEWABLE_053,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-053,SolarGrid Energy Reported Renewable Energy Update in Oregon,2025-06-09,"SolarGrid Energy Reported Renewable Energy Update in Oregon. SolarGrid Energy reported higher costs for solar panels and inverters in Oregon. investors reacted cautiously as inflation reduced expected project returns. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",solargrid energy reported renewable energy update oregon solargrid energy reported higher costs solar panels inverters oregon investors reacted cautiously inflation reduced expected project returns renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,71,0.8889,0.8732,0.1111,-0.7778,negative
RENEWABLE_054,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-054,BrightFuture Energy Announced Renewable Energy Update in Illinois,2025-06-12,"BrightFuture Energy Announced Renewable Energy Update in Illinois. BrightFuture Energy announced a major investment in utility-scale solar capacity in Illinois. executives said the project will create jobs, reduce emissions, and improve long-term grid reliability. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",brightfuture energy announced renewable energy update illinois brightfuture energy announced major investment utilityscale solar capacity illinois executives project create jobs reduce emissions improve longterm grid reliability renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,72,0.0833,0.8333,0.9167,0.8333,positive
RENEWABLE_055,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-055,SolarGrid Energy Announced Renewable Energy Update in Illinois,2025-06-15,"SolarGrid Energy Announced Renewable Energy Update in Illinois. SolarGrid Energy announced a major investment in utility-scale solar capacity in Illinois. executives said the project will create jobs, reduce emissions, and improve long-term grid reliability. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",solargrid energy announced renewable energy update illinois solargrid energy announced major investment utilityscale solar capacity illinois executives project create jobs reduce emissions improve longterm grid reliability renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,72,0.0833,0.8333,0.9167,0.8333,positive
